date;AOS;ADM;AFL;AEE;APD;BAX;BXP;CINF;CMI;CMS;COO;DHI;DOV;DTE;ED;EIX;EMN;ESS;FDS;FE;FRT;GL;HBAN;HOLX;IEX;INCY;JBHT;LNC;MAA;MHK;NTRS;NUE;POOL;PNW;PPG;RHI;ROK;ROP;SNA;SJM;STT;SWK;TER;VMC;TTWO;ROL;ATO;AVY;BRO;CHD;portfolio
31.05.2016;6.90%;7.09%;0.71%;3.23%;-2.23%;-2.40%;-2.51%;4.68%;-2.19%;2.80%;6.36%;1.66%;1.60%;1.70%;-1.80%;1.30%;-3.95%;3.08%;5.52%;0.68%;0.73%;6.46%;3.88%;2.44%;2.17%;16.80%;-0.19%;6.21%;8.48%;2.11%;4.25%;-2.55%;4.76%;2.18%;-2.45%;8.56%;2.27%;-2.68%;1.59%;1.71%;1.22%;1.13%;4.76%;8.47%;13.84%;5.77%;0.48%;2.44%;2.71%;6.24%;
30.06.2016;7.06%;1.09%;4.51%;8.13%;-0.42%;4.77%;4.99%;8.38%;-0.93%;10.50%;5.38%;3.29%;4.51%;9.31%;10.80%;8.43%;-7.44%;0.38%;1.80%;7.55%;8.07%;0.31%;-14.45%;0.55%;-1.49%;-5.25%;-1.91%;-15.44%;3.31%;-3.52%;-10.58%;1.86%;3.04%;10.15%;-2.92%;-7.74%;-0.43%;-0.30%;-2.11%;18.62%;-14.49%;-1.25%;-0.30%;3.27%;-2.54%;3.37%;12.21%;1.05%;4.27%;4.86%;
31.07.2016;5.43%;5.11%;0.17%;-1.29%;5.86%;6.51%;8.31%;0.44%;9.19%;-1.48%;6.35%;4.45%;3.04%;-0.84%;-0.45%;0.26%;-3.32%;3.29%;6.53%;0.03%;3.12%;0.32%;7.05%;11.24%;9.37%;12.79%;2.72%;12.64%;-0.36%;10.11%;2.51%;9.45%;8.77%;-2.70%;0.54%;-4.25%;-0.37%;-0.12%;-0.41%;1.15%;22.81%;9.42%;0.30%;3.01%;5.96%;-3.72%;-1.88%;4.20%;-2.16%;-4.52%;
31.08.2016;4.13%;-2.93%;2.63%;-5.76%;4.15%;-2.69%;-1.41%;3.23%;2.31%;-7.10%;1.91%;-2.49%;1.50%;-4.74%;-6.03%;-6.02%;4.08%;-2.90%;3.53%;-6.27%;-6.31%;4.54%;5.37%;-0.18%;4.48%;-10.10%;-4.50%;10.72%;-10.67%;1.84%;4.44%;-9.56%;-1.38%;-4.09%;1.12%;4.90%;1.34%;4.41%;-2.47%;-8.02%;6.78%;1.68%;6.63%;-8.15%;8.19%;1.14%;-7.63%;-0.58%;2.21%;1.20%;
30.09.2016;2.39%;-2.97%;-2.57%;-0.49%;-3.39%;2.14%;-2.74%;-2.19%;2.86%;0.79%;-3.58%;-5.57%;2.18%;0.83%;0.92%;-0.65%;-0.31%;-1.94%;-8.69%;2.17%;-3.19%;-1.22%;-1.50%;1.07%;0.14%;16.26%;2.48%;-2.19%;0.00%;-5.85%;-3.16%;1.94%;-6.00%;1.27%;-2.00%;-0.66%;6.17%;2.77%;-0.47%;-3.94%;-0.87%;-0.16%;2.47%;0.05%;3.70%;3.11%;1.61%;0.45%;0.98%;-3.26%;
31.10.2016;-8.55%;3.32%;-4.17%;2.44%;-4.07%;-0.02%;-11.18%;-5.55%;-0.26%;0.33%;-1.80%;-4.54%;-9.17%;3.36%;0.33%;2.36%;7.01%;-3.19%;-4.55%;3.66%;-5.06%;-0.75%;8.28%;-7.26%;-7.62%;-7.76%;0.58%;4.49%;-1.32%;-8.01%;6.52%;-0.45%;-2.05%;0.18%;-9.90%;-1.16%;-2.14%;-5.02%;1.41%;-3.12%;1.38%;-7.43%;8.23%;-0.47%;-1.53%;5.26%;-0.11%;-9.81%;-2.25%;0.71%;
30.11.2016;7.95%;-0.78%;3.64%;-1.66%;8.96%;-6.77%;2.82%;8.42%;10.92%;-4.58%;-6.56%;-3.85%;8.55%;-3.04%;-7.65%;-6.41%;4.46%;0.85%;3.52%;-8.75%;-3.31%;10.78%;17.55%;6.30%;8.72%;17.62%;16.86%;31.26%;-0.26%;7.13%;13.44%;27.31%;8.67%;-2.03%;3.01%;19.91%;11.69%;4.67%;8.50%;-4.08%;12.23%;4.21%;4.68%;11.00%;10.90%;4.25%;-4.40%;3.25%;18.04%;-9.26%;
31.12.2016;-2.63%;6.36%;-1.91%;6.80%;-0.44%;0.22%;1.53%;-1.29%;-2.88%;4.26%;6.35%;-1.06%;3.83%;5.82%;6.62%;4.68%;0.12%;7.68%;2.35%;0.06%;1.20%;5.24%;6.10%;4.81%;-3.79%;-1.97%;2.06%;3.39%;6.86%;1.13%;8.91%;-4.29%;4.06%;5.55%;-0.80%;9.25%;1.13%;1.09%;2.87%;2.26%;-1.37%;-2.85%;4.43%;-0.24%;0.12%;5.82%;4.91%;-2.55%;3.48%;1.33%;
31.01.2017;2.96%;-3.04%;0.56%;1.26%;-2.24%;8.05%;4.70%;-6.23%;7.57%;2.35%;5.53%;9.44%;3.76%;0.99%;0.91%;2.01%;3.73%;-2.85%;5.89%;-2.10%;-0.48%;-0.30%;2.96%;1.02%;0.11%;20.88%;2.07%;1.87%;-3.03%;8.09%;-6.84%;-1.80%;1.17%;-0.51%;5.54%;-3.53%;10.11%;4.79%;5.99%;6.08%;-1.48%;8.12%;11.73%;2.54%;8.85%;4.38%;2.74%;4.59%;-6.09%;2.33%;
28.02.2017;3.60%;6.12%;3.37%;3.87%;0.51%;6.28%;6.21%;3.37%;1.01%;4.51%;7.89%;6.99%;3.02%;2.78%;3.62%;9.41%;3.55%;4.64%;2.80%;6.96%;0.21%;5.63%;4.51%;0.12%;2.64%;9.81%;-0.92%;4.38%;9.17%;4.87%;5.29%;7.71%;8.67%;6.79%;2.42%;2.51%;2.10%;9.25%;-6.53%;4.33%;4.61%;2.54%;0.21%;-6.02%;6.21%;3.69%;2.77%;10.53%;2.30%;10.22%;
31.03.2017;1.59%;-1.27%;0.72%;-0.18%;-3.69%;1.85%;-4.76%;-0.95%;2.51%;1.29%;0.38%;4.44%;0.86%;0.72%;1.74%;-0.16%;0.69%;-1.35%;-7.05%;-0.69%;-5.14%;-0.63%;-5.30%;4.85%;1.43%;0.43%;-6.33%;-6.71%;-0.96%;1.38%;-0.88%;-4.55%;4.03%;1.45%;2.99%;1.73%;3.57%;-1.30%;-0.18%;-7.01%;-0.13%;4.98%;9.61%;0.10%;4.02%;1.88%;1.49%;0.38%;-2.89%;0.45%;
30.04.2017;5.32%;-0.63%;3.40%;1.00%;4.58%;7.64%;-3.84%;0.42%;-0.17%;1.48%;0.22%;-1.26%;-1.83%;3.26%;2.09%;1.13%;-0.65%;6.39%;-1.00%;-5.91%;-1.20%;-0.23%;-3.40%;6.11%;12.03%;-7.02%;-2.27%;0.73%;-2.49%;2.31%;4.40%;3.34%;0.51%;2.05%;4.53%;-5.69%;1.05%;5.91%;-0.68%;-3.33%;5.90%;2.47%;13.41%;0.33%;6.04%;4.58%;2.57%;3.24%;2.83%;-0.68%;
31.05.2017;2.11%;-9.11%;0.67%;3.77%;2.53%;6.52%;-4.17%;-2.79%;4.48%;4.43%;9.19%;-0.61%;4.65%;4.71%;4.43%;2.00%;0.45%;5.09%;1.49%;-2.34%;-6.23%;-1.58%;-2.49%;-4.08%;3.54%;4.06%;-4.77%;-1.00%;3.63%;1.92%;-2.84%;-5.27%;-0.41%;4.63%;-3.17%;0.96%;0.87%;4.06%;-3.50%;0.89%;-2.91%;1.09%;0.79%;3.12%;22.10%;10.92%;2.83%;1.26%;1.24%;4.30%;
